2015-01-01,B6,20409,B6,23,12478,1247802,31703,JFK,12892,1289203,32575,LAX,0630,0627,-3.00,16.00,0643,0941,10.00,0947,0951,4.00,0.00,,0.00,2475.00
2015-01-01,MQ,20398,MQ,3202,12478,1247802,31703,JFK,12339,1233904,32337,IND,1530,1525,-5.00,20.00,1545,1756,4.00,1803,1800,-3.00,0.00,,0.00,665.00
